Course Code,Prerequisites
PSYC 213,
PSYC 215,
PSYC 302,"NSCI 201, PSYC 211, PSYC 212"
PSYC 303,"PSYC 211, PSYC 213"
PSYC 304,"PSYC 211, PSYC 212, PSYC 213, PSYC 215"
PSYC 305,PSYC 204
PSYC 306,"PSYC 100, PSYC 204"
PSYC 311,
PSYC 315,
PSYC 318,"NSCI 201, PSYC 311, BIOL 306, PHGY 314"
PSYC 331,PSYC 215
PSYC 332,PSYC 100
PSYC 333,PSYC 215
PSYC 337,
PSYC 339,PSYC 100
PSYC 341,PSYC 340
PSYC 342,"BIOL 111, BIOL 112, BIOL 115"
PSYC 351,"PSYC 215, PSYC 305"
PSYC 352,PSYC 213
PSYC 353,"PSYC 212, PSYC 305"
PSYC 380D1,
PSYC 380D2,PSYC 380D1
PSYC 385,PSYC 305
PSYC 396,
PSYC 403,
PSYC 406,PSYC 204
PSYC 408,PSYC 337
PSYC 410,"PSYC 213, PSYC 311, NSCI 201, PSYC 311"
PSYC 411,
PSYC 412,
PSYC 413,"PSYC 304, PSYC 213"
PSYC 427,"NSCI 201, PSYC 211, PSYC 212"
PSYC 433,"PSYC 212, PSYC 213"
PSYC 439,PSYC 305
PSYC 443,"PSYC211, NSCI201, BIOL306, PSYC318"
PSYC 444,"PSYC 211, NSCI 201, PHGY 209, PSYC 311, PSYC 317, PSYC 318, PSYC 342"
PSYC 450D1,"PSYC 204, PSYC 305"
PSYC 450D2,PSYC 450D1
PSYC 471,PSYC 215
PSYC 474,"PSYC 215, PSYC 204, PSYC 333"
PSYC 484D1,PSYC 305
PSYC 484D2,PSYC 305
PSYC 485,PSYC 385
PSYC 486,"PSYC 380D1, D2"
PSYC 487,PSYC 486
PSYC 488D1,"PSYC 380D1, PSYC 380D2"
PSYC 488D2,PSYC 488D1
PSYC 491D1,PSYC 337
PSYC 491D2,PSYC 337
PSYC 492,
PSYC 493,
PSYC 494D2,PSYC 494D1
PSYC 494N2,PSYC 494N1
PSYC 498D2,PSYC 498D1
PSYC 499,"PSYC 211, PSYC 212, PSYC 214, PSYC 215, PSYC 305"
PSYC 502,"PSYC 311, PSYC 318, PSYC 342, NSCI 201"
PSYC 506,"PSYC 213, PSYC 311, PSYC 305, BIOL 373"
PSYC 513,"PSYC 212, PSYC 213"
PSYC 529,"PSYC 212, PSYC 213, PSYC 204"
PSYC 531,"PSYC 439, PSYC 536"
PSYC 535,"PSYC 215, PSYC 333, PSYC 351, PSYC 380"
PSYC 538,
PSYC 545,
PSYC 601,
PSYC 615D1,
PSYC 615D2,PSYC 615D1
PSYC 617D1,
PSYC 617D2,PSYC 617D1
PSYC 618D1,
PSYC 618D2,PSYC 618D1
PSYC 620,
PSYC 620D1,
PSYC 620D2,PSYC 620D1
PSYC 630,
PSYC 641,
PSYC 642,
PSYC 650,
PSYC 651,
PSYC 660,
PSYC 660D1,
PSYC 660D2,PSYC 660D1
PSYC 690,
PSYC 690D1,
PSYC 690D2,PSYC 690D1
PSYC 699,
PSYC 701,
PSYC 706,
PSYC 707,
PSYC 707D1,
PSYC 707D2,PSYC 707D1
PSYC 708,
PSYC 708D1,
PSYC 708D2,PSYC 708D1
PSYC 725,
PSYC 728,
PSYC 730,
PSYC 732,
PSYC 732D1,
PSYC 732D2,PSYC 732D1
PSYC 733,
PSYC 733D1,
PSYC 733D2,PSYC 733D1
PSYC 740,
PSYC 744,
PSYC 752D1,
PSYC 752D2,PSYC 752D1
PSYC 780,
PSYT 199,
PSYT 301,"PSYC 211, NSCI 200"
PSYT 401,
PSYT 500,"BIOC 212, BIOC 311, BIOC 312, BIOL 200, BIOL 201, PHGY 311, PSYC 308"
PSYT 515,PSYT 301
PSYT 522,"BIOL 201, BIOC 212, ANAT 212, BIOL 202, BIOL 306, BIOL 370, ANAT 322"
PSYT 605,
PSYT 606,
PSYT 620,
PSYT 625,
PSYT 630,
PSYT 640,
PSYT 682,
PSYT 691,
PSYT 692,
PSYT 693,
PSYT 696,
PSYT 701,
PUB2 101D1,
PUB2 101D2,PUB2 101D1
PUB2 105,
PUB2 313,
PUB2 400,
PUB2 401,
PUB2 420,
PUB2 422,
PUB2 503,
PUB2 504,
PUB2 505,
PUB2 517,
PUB2 551,
PUB3 116,
QCST 200,
QCST 300,
QCST 440,QCST 300
QLSC 600D1,"BIOL 200, BIOL 201, COMP 206, COMP 250, MATH 314, MATH 223, MATH 236, MATH 323, MATH 324"
QLSC 600D2,"BIOL 200, BIOL 201, COMP 206, COMP 250, MATH 314, MATH 223, MATH 236, MATH 323, MATH 324, QLSC 600D1"
QLSC 601D1,
QLSC 601D2,QLSC 601D1
QLSC 601N2,QLSC 601N1
QLSC 602D1,
QLSC 602D2,QLSC 602D1
QLSC 603D1,
QLSC 603D2,QLSC 603D1
QLSC 611,
QLSC 701,
RADD 301,
REDM 396,
REDM 400,"BIOL 215, BIOL 305, EPSC 210, EPSC 233, ANTH 208, ANTH 310, PLNT 358, WILD 212, WILD 313"
REDM 405,
RELG 201,
RELG 202,
RELG 203,
RELG 204,
RELG 205,
RELG 207,
RELG 210,
RELG 211,
RELG 222,
RELG 252,
RELG 253,
RELG 271,
RELG 288,
RELG 300,
RELG 302,
RELG 303,
RELG 307,
RELG 309,"RELG 204, RELG 207, RELG 252, RELG 253"
RELG 310,"RELG 323, HIST 202, HIST 203, HIST 357"
RELG 311,
RELG 312,
RELG 315,"RELG 204, RELG 252, RELG 253"
RELG 317,"RELG 204, RELG 252, RELG 253"
RELG 318,"RELG 204, RELG 252, RELG 253"
RELG 319,"RELG 204, RELG 252, RELG 253"
RELG 322,
RELG 323,
RELG 325,
RELG 331,
RELG 333,
RELG 336,
RELG 337,"RELG 252, RELG 253"
RELG 341,
RELG 344,"RELG 252, RELG 253"
RELG 348,
RELG 350,RELG 252
RELG 352,RELG 253
RELG 353,
RELG 354,RELG 253
RELG 368,
RELG 369,"RELG 252, RELG 253"
RELG 370,
RELG 373,
RELG 375,
RELG 378,
RELG 390,
RELG 390D1,
RELG 390D2,RELG 390D1
RELG 407,"RELG 202, RELG 302, RELG 303"
RELG 411,"RELG 311, RELG 312"
RELG 423,
RELG 434,RELG 333
RELG 445,"RELG 252, RELG 253"
RELG 449,"RELG 253, RELG 352"
RELG 454,RELG 252
RELG 456,
RELG 459,"RELG 252, RELG 254"
RELG 482,"RELG 381, RELG 311, RELG 312"
RELG 496,
RELG 502,
RELG 535,"RELG 456, RELG 555"
RELG 545,RELG 252
RELG 556,
RELG 571,
RELG 572,
RELG 573,"RELG 208, RELG 331"
RELG 582,"RELG 322, RELG 323"
RELG 605,
RELG 630,
RELG 645,
RELG 659,
RELG 665,
RELG 669,RELG 357
RELG 681,
RELG 685,
RELG 688,
RELG 689,
RELG 698,
RELG 699,
RELG 701,
RELG 702,
RELG 703,
RELG 745,
RETL 402,MGCR  352
RETL 407,"MGCR 271, MGCR 352"
RETL 408,MGCR 271
RETL 409,MGCR 352
RETL 410,
RETL 601,
RETL 603,
RETL 611,
RETL 613,
RETL 615,
RETL 617,
RETL 625,
RETL 631,
RETL 635,
RETL 641,
RETL 645,
RETL 652,
RETL 661,
RETL 662,
RUSS 210,
RUSS 211,RUSS 210
RUSS 215,
RUSS 218,
RUSS 223,
RUSS 224,
RUSS 310,"RUSS 210, RUSS 211"
RUSS 311,RUSS 310
RUSS 316,RUSS 215
RUSS 328,RUSS 316
RUSS 330,
RUSS 337,
RUSS 347,"RUSS 217, RUSS 218, RUSS 223, RUSS 224"
RUSS 357,
RUSS 381,
RUSS 385,
RUSS 400,"RUSS 310, RUSS 311"
RUSS 401,RUSS 400
RUSS 415,"RUSS 215, RUSS 316, RUSS 310, RUSS 311"
RUSS 440,
RUSS 475,
RUSS 490,
RUSS 491,RUSS 490
RUSS 622,
RUSS 691,
RUSS 692,
RUSS 700,
RUSS 701,"RUSS 700, RUSS 750, RUSS 760, RUSS 770"
RUSS 702,
SCSD 609,
SCSD 611D1,
SCSD 611D2,SCSD 611D1
SCSD 612D1,
SCSD 612D2,SCSD 612D1
SCSD 613,
SCSD 614,
SCSD 617,
SCSD 618,
SCSD 619,
SCSD 624,
SCSD 625,
SCSD 626,
SCSD 627,
SCSD 628,
SCSD 629,
SCSD 630,
SCSD 631,
SCSD 632,
SCSD 636,
SCSD 637,
SCSD 638,
SCSD 643,
SCSD 644,
SCSD 652,
SCSD 653,
SCSD 654,
SCSD 666,
SCSD 667,
SCSD 669,
SCSD 670,
SCSD 671,
SCSD 672,
SCSD 673,
SCSD 674,
SCSD 677,
SCSD 678,
SCSD 680,
SCSD 681,
SCSD 682,
SCSD 684,
SCSD 685,
SCSD 686,
SCSD 688,SCSD 617
SCSD 689,SCSD 617
SCSD 701,
SCSD 712,
SEAD 510,
SEAD 515,
SEAD 520,
SEAD 530,
SEAD 540,
SEAD 660,
SEAD 670,
SENT 499,
SOCI 210,
SOCI 211,SOCI 210
SOCI 212,
SOCI 213,
SOCI 222,
SOCI 225,
SOCI 227,
SOCI 230,SOCI 210
SOCI 235,
SOCI 247,
SOCI 250,
SOCI 254,
SOCI 270,
SOCI 304,"SOCI 210, SOCI 211"
SOCI 305,
SOCI 307,SOCI 210
SOCI 309,
SOCI 310,
SOCI 312,
SOCI 318,
SOCI 321,
SOCI 325,
SOCI 330,SOCI 210
SOCI 333,
SOCI 341,
SOCI 342,
SOCI 343,
SOCI 345,SOCI 210
SOCI 350,SOCI 211
SOCI 370,SOCI 210
SOCI 441,
SOCI 442,
SOCI 443,
SOCI 445,SOCI 330
SOCI 455,SOCI 210
SOCI 475,
SOCI 477,SOCI 211
SOCI 480,
SOCI 488,SOCI 210
SOCI 499,
SOCI 501,"SOCI 210, SOCI 211"
SOCI 504,"SOCI 350, SOCI 461"
SOCI 514,
SOCI 519,SOCI 270
SOCI 520,
SOCI 525,
SOCI 540,
SOCI 545,SOCI 234
SOCI 580,
SOCI 590,SOCI 210
SOCI 595,
SOCI 600,
SOCI 601,SOCI 600
SOCI 603,
SOCI 604,
SOCI 620,SOCI 504
SOCI 625D1,
SOCI 625D2,
SOCI 626,
SOCI 652,SOCI 330
SOCI 690,
SOCI 691,
SOCI 693,
SOCI 694,
SOCI 696,
SOCI 697,
SOCI 699,
SOCI 702,
SOCI 703,
SOCI 704,
SOCI 720,
SOCI 730,
SOIL 315,"ENVB 210, GEOG 305, SOIL 326"
SOIL 510,
SURG 301,
SURG 402,
SURG 402D1,
SURG 402D2,SURG 402D1
SWRK 219,
SWRK 220,
SWRK 221,
SWRK 222,
SWRK 224,
SWRK 319,"SWRK 219, SWRK 325"
SWRK 320,SWRK 224
SWRK 321,
SWRK 322,"SWRK 219, SWRK 220, SWRK 221, SWRK 222, SWRK 224"
SWRK 323,SWRK 322
SWRK 326,SWRK 320
SWRK 327,SWRK 219
SWRK 342,
SWRK 344,SWRK 322
SWRK 353,
SWRK 354,
SWRK 400,
SWRK 420,"SWRK 219, SWRK 220, SWRK 221, SWRK 222, SWRK 224, SWRK 319, SWRK 320, SWRK 321, SWRK 322, SWRK 323, SWRK 326, SWRK 327, SWRK 344"
SWRK 421,SWRK 420
SWRK 422,SWRK 420
SWRK 423,
SWRK 424,SWRK 320
SWRK 428,SWRK 221
SWRK 434,
SWRK 445,SWRK 220
SWRK 463,
SWRK 471,
SWRK 485,
SWRK 486,
SWRK 493,
SWRK 510,
SWRK 527,SWRK 326
SWRK 532,
SWRK 535,
SWRK 602,
SWRK 605,
SWRK 606,
SWRK 610,SWRK 622
SWRK 620,
SWRK 621,
SWRK 622,SWRK 320
SWRK 623,SWRK 622
SWRK 624,
SWRK 626,
SWRK 628,
SWRK 630,
SWRK 635,
SWRK 636,
SWRK 641,
SWRK 642,
SWRK 650,
SWRK 651,
SWRK 653,
SWRK 655,
SWRK 657,
SWRK 660,
SWRK 668,
SWRK 670,
SWRK 690,
SWRK 690D1,
SWRK 690D2,SWRK 690D1
SWRK 691,
SWRK 691D1,
SWRK 691D2,SWRK 691D1
SWRK 698,
SWRK 698D1,
SWRK 698D2,SWRK 698D1
SWRK 699,
SWRK 699D1,
SWRK 699D2,SWRK 699D1
SWRK 701,
SWRK 720,
SWRK 721,SWRK 701
SWRK 723,
SWRK 724,
SWRK 725,
SWRK 726,
UQAC 102,
UQAC 104,
UQAC 111,
UQAC 116,
UQAC 120,
UQAC 121,
UQAC 128,
UQAC 130,
UQAC 148,
UQAC 152,
UQAC 155,
UQAC 201,
UQAC 207,
UQAC 244,
UQAC 255,
UQAC 319,
UQAC 320,
UQAC 324,
UQAC 328,
UQAC 429,
UQAC 583,
URBP 504,
URBP 505,
URBP 506,
URBP 536,
URBP 553,
URBP 555,
URBP 557,
URBP 606D1,
URBP 606D2,URBP 606D1
URBP 607,
URBP 612,
URBP 617,
URBP 618,
URBP 619,
URBP 620,
URBP 622,
URBP 623,URBP 622
URBP 624,"URBP 622, URBP 623"
URBP 628,
URBP 629,URBP 622
URBP 630,
URBP 631,
URBP 632,
URBP 635,
URBP 690,URBP 606
URBP 703,
URBP 704,URBP 703
URBP 709,URBP 701
WCOM 150,
WCOM 202,
WCOM 203,
WCOM 206,
WCOM 235,WCOM 225
WCOM 245,WCOM 235
WCOM 250,
WCOM 255,WCOM 245
WCOM 313,"CCOM 200, WCOM 203"
WCOM 314,
WCOM 317,
WCOM 372,
WCOM 414,"CCOM 314, WCOM 314"
WCOM 627,
WCOM 635,
WCOM 642,
WCOM 645,
WCOM 652,
WCOM 655,
WCOM 661,
WCOM 662,
WILD 302,AEBI 211
WILD 307,
WILD 350,"AEBI 211, WILD 307"
WILD 375,
WILD 401,WILD 307
WILD 420,WILD 307
WILD 421,
WMST 601,
WMST 602,WMST 601
WOOD 441,"ENVB 210, ENVB 222, ENVR 202"
WRIT 001D1,
WRIT 001D2,WRIT 001D1
WRIT 002D1,
WRIT 002D2,WRIT 002D1
WRIT 003D1,
WRIT 003D2,WRIT 003D1
WRIT 004,
WRIT 004D1,
WRIT 004D2,WRIT 004D1
WRIT 005,
WRIT 005D1,
WRIT 005D2,WRIT 005D1
WRIT 009D1,
WRIT 009D2,WRIT 009D1
WRIT 010D1,
WRIT 010D2,WRIT 010D1
WRIT 011D1,
WRIT 011D2,WRIT 011D1
WRIT 016D1,
WRIT 016D2,WRIT 016D1
WRIT 048,
WRIT 048D1,
WRIT 048D2,WRIT 048D1
WRIT 300,
WRIT 300D1,
WRIT 300D2,WRIT 300D1
WRIT 330D1,
WRIT 330D2,WRIT 330D1
WRIT 331D1,
WRIT 331D2,WRIT 331D1
WRIT 332D1,
WRIT 332D2,WRIT 332D1
WRIT 333,
WRIT 333D1,
WRIT 333D2,WRIT 333D1
WRIT 334,
WRIT 334D1,
WRIT 334D2,WRIT 334D1
WRIT 400,
WRIT 400D2,WRIT 400D1
WRIT 433,
WRIT 433D1,
WRIT 433D2,WRIT 433D1
WRIT 434,
WRIT 435,WRIT 434
WRIT 440,
WRIT 440D1,
WRIT 440D2,WRIT 440D1
WRIT 441,
WRIT 449D1,
WRIT 449D2,
WRIT 450,
WRIT 451,WRIT 450
WRIT 452,"WRIT 450, WRIT 451"
WRIT 491,
WRIT 492,
WRIT 493,
WRIT 494,
WRIT 495,
WRIT 520,
